Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Team
716,Bukayo Saka,eng ENG,FW,22-202,27,27,2262.0,25.1,13.0,8.0,21.0,9.0,4.0,4.0,3.0,0.0,11.5,8.4,8.2,16.6,123.0,100.0,422.0,0.52,0.32,0.84,0.36,0.68,0.46,0.33,0.79,0.33,0.66,Arsenal
717,Martin Ødegaard,no NOR,MF,25-099,25,25,2208.0,24.5,6.0,6.0,12.0,4.0,2.0,2.0,2.0,0.0,5.6,4.0,6.2,10.1,66.0,241.0,145.0,0.24,0.24,0.49,0.16,0.41,0.23,0.25,0.48,0.16,0.41,Arsenal
718,Ben White,eng ENG,DF,26-169,27,25,2134.0,23.7,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,0.7,0.7,2.3,3.0,28.0,136.0,128.0,0.08,0.17,0.25,0.08,0.25,0.03,0.1,0.13,0.03,0.13,Arsenal
719,Gabriel Dos Santos,br BRA,DF,26-097,26,24,2176.0,24.2,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.3,3.3,0.7,3.9,12.0,97.0,8.0,0.17,0.0,0.17,0.17,0.17,0.14,0.03,0.16,0.14,0.16,Arsenal
720,Gabriel Martinelli,br BRA,FW,22-281,25,23,1749.0,19.4,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,5.6,5.6,5.2,10.8,109.0,59.0,303.0,0.31,0.21,0.51,0.31,0.51,0.29,0.27,0.56,0.29,0.56,Arsenal
721,David Raya,es ESP,GK,28-192,22,22,1980.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
722,Kai Havertz,de GER,"MF,FW",24-288,27,20,1779.0,19.8,8.0,3.0,11.0,7.0,1.0,1.0,7.0,0.0,7.8,7.0,1.9,8.9,38.0,81.0,123.0,0.4,0.15,0.56,0.35,0.51,0.39,0.1,0.49,0.36,0.45,Arsenal
723,Oleksandr Zinchenko,ua UKR,DF,27-101,22,17,1440.0,16.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.8,2.3,36.0,196.0,54.0,0.06,0.12,0.19,0.06,0.19,0.03,0.11,0.14,0.03,0.14,Arsenal
724,Gabriel Jesus,br BRA,FW,26-357,19,13,1141.0,12.7,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,5.4,5.4,2.6,8.0,28.0,36.0,116.0,0.32,0.24,0.55,0.32,0.55,0.42,0.21,0.63,0.42,0.63,Arsenal
725,Eddie Nketiah,eng ENG,FW,24-300,24,10,1052.0,11.7,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,4.4,4.4,0.8,5.2,21.0,19.0,73.0,0.43,0.17,0.6,0.43,0.6,0.38,0.07,0.45,0.38,0.45,Arsenal
726,Leandro Trossard,be BEL,"FW,MF",29-112,24,10,1020.0,11.3,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,5.3,5.3,1.9,7.2,35.0,53.0,93.0,0.62,0.09,0.71,0.62,0.71,0.46,0.17,0.63,0.46,0.63,Arsenal
727,Jakub Kiwior,pl POL,DF,24-039,16,9,788.0,8.8,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.7,4.0,48.0,13.0,0.11,0.34,0.46,0.11,0.46,0.09,0.1,0.19,0.09,0.19,Arsenal
728,Jorginho,it ITA,MF,32-096,18,8,728.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,7.0,87.0,6.0,0.0,0.12,0.12,0.0,0.12,0.01,0.11,0.12,0.01,0.12,Arsenal
729,Aaron Ramsdale,eng ENG,GK,25-316,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
730,Takehiro Tomiyasu,jp JPN,DF,25-141,13,5,634.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.5,0.5,0.2,0.7,11.0,58.0,24.0,0.14,0.14,0.28,0.14,0.28,0.07,0.03,0.11,0.07,0.11,Arsenal
731,Thomas Partey,gh GHA,"DF,MF",30-286,6,3,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,12.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Arsenal
732,Fabio Vieira,pt POR,"MF,FW",23-300,9,2,286.0,3.2,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.2,0.4,1.4,1.8,10.0,13.0,27.0,0.31,0.63,0.94,0.0,0.63,0.38,0.45,0.82,0.13,0.58,Arsenal
733,Emile Smith Rowe,eng ENG,MF,23-241,10,2,235.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,8.0,16.0,11.0,0.0,0.38,0.38,0.0,0.38,0.57,0.07,0.64,0.57,0.64,Arsenal
734,Jurriën Timber,nl NED,DF,22-282,1,1,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
735,Reiss Nelson,eng ENG,"FW,MF",24-106,14,0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,8.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.05,0.26,0.31,0.05,0.31,Arsenal
736,Cédric Soares,pt POR,DF,32-207,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal
737,Mohamed Elneny,eg EGY,MF,31-258,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Arsenal
738,Ethan Nwaneri,eng ENG,FW,17-004,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Arsenal
739,Mauro Bandeira,pt POR,MF,20-128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
740,Bradley Ibrahim,eng ENG,MF,19-156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
741,Karl Jakob Hein,ee EST,GK,21-347,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
742,Myles Lewis-Skelly,eng ENG,MF,17-181,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
743,Charles Sagoe Jr,eng ENG,FW,19-245,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
744,James Sweet,wls WAL,DF,20-143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
745,Reuell Walters,eng ENG,DF,19-100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
746,Virgil van Dijk,nl NED,DF,32-261,26,26,2277.0,25.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,2.1,2.1,1.5,3.6,22.0,132.0,6.0,0.08,0.08,0.16,0.08,0.16,0.08,0.06,0.14,0.08,0.14,Liverpool
747,Luis Díaz,co COL,FW,27-072,27,22,1836.0,20.4,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,8.6,8.6,2.9,11.5,86.0,75.0,198.0,0.29,0.15,0.44,0.29,0.44,0.42,0.14,0.56,0.42,0.56,Liverpool
748,Alexis Mac Allister,ar ARG,MF,25-092,23,22,1809.0,20.1,3.0,4.0,7.0,2.0,1.0,1.0,5.0,1.0,2.0,1.2,2.0,3.3,25.0,132.0,24.0,0.15,0.2,0.35,0.1,0.3,0.1,0.1,0.2,0.06,0.16,Liverpool
749,Alisson,br BRA,GK,31-175,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
750,Dominik Szoboszlai,hu HUN,MF,23-152,23,21,1732.0,19.2,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.4,2.4,4.3,6.7,60.0,124.0,122.0,0.16,0.1,0.26,0.16,0.26,0.12,0.22,0.35,0.12,0.35,Liverpool
751,Mohamed Salah,eg EGY,FW,31-284,22,20,1816.0,20.2,15.0,9.0,24.0,11.0,4.0,6.0,2.0,0.0,15.0,10.1,9.4,19.5,76.0,105.0,232.0,0.74,0.45,1.19,0.55,0.99,0.74,0.46,1.21,0.5,0.96,Liverpool
752,Trent Alexander-Arnold,eng ENG,DF,25-170,21,19,1622.0,18.0,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,1.8,1.5,5.5,7.0,31.0,153.0,65.0,0.11,0.22,0.33,0.11,0.33,0.1,0.3,0.4,0.08,0.39,Liverpool
753,Darwin Núñez,uy URU,FW,24-275,26,17,1571.0,17.5,10.0,7.0,17.0,10.0,0.0,1.0,8.0,0.0,13.5,12.7,5.3,18.0,46.0,45.0,159.0,0.57,0.4,0.97,0.57,0.97,0.77,0.3,1.08,0.73,1.03,Liverpool
754,Joe Gomez,eng ENG,DF,26-307,24,14,1452.0,16.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.9,1.5,35.0,78.0,84.0,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.09,0.03,0.09,Liverpool
755,Ibrahima Konaté,fr FRA,DF,24-305,19,14,1332.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.4,0.9,22.0,101.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Liverpool
756,Diogo Jota,pt POR,FW,27-112,19,13,1047.0,11.6,9.0,3.0,12.0,9.0,0.0,0.0,3.0,1.0,4.4,4.4,2.9,7.3,48.0,31.0,99.0,0.77,0.26,1.03,0.77,1.03,0.38,0.25,0.63,0.38,0.63,Liverpool
757,Cody Gakpo,nl NED,"FW,MF",24-323,26,12,1163.0,12.9,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,6.0,6.0,0.7,6.8,27.0,54.0,86.0,0.39,0.23,0.62,0.39,0.62,0.47,0.06,0.53,0.47,0.53,Liverpool
758,Wataru Endo,jp JPN,MF,31-045,20,12,1094.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.3,0.3,1.6,2.0,6.0,59.0,15.0,0.08,0.0,0.08,0.08,0.08,0.03,0.13,0.16,0.03,0.16,Liverpool
759,Curtis Jones,eng ENG,MF,23-055,17,12,956.0,10.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.8,1.8,0.5,2.3,27.0,59.0,64.0,0.09,0.09,0.19,0.09,0.19,0.17,0.05,0.22,0.17,0.22,Liverpool
760,Andrew Robertson,sct SCO,DF,30-014,15,11,1066.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,2.7,3.4,31.0,69.0,60.0,0.08,0.08,0.17,0.08,0.17,0.06,0.23,0.29,0.06,0.29,Liverpool
761,Ryan Gravenberch,nl NED,MF,21-314,19,9,845.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.8,2.3,31.0,61.0,51.0,0.0,0.0,0.0,0.0,0.0,0.16,0.08,0.24,0.16,0.24,Liverpool
762,Joël Matip,cm CMR,DF,32-230,10,9,781.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,8.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Liverpool
763,Kostas Tsimikas,gr GRE,DF,27-318,12,8,672.0,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,23.0,31.0,69.0,0.0,0.4,0.4,0.0,0.4,0.01,0.14,0.15,0.01,0.15,Liverpool
764,Caoimhín Kelleher,ie IRL,GK,25-123,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
765,Harvey Elliott,eng ENG,"MF,FW",20-356,24,6,838.0,9.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,2.4,3.7,30.0,72.0,64.0,0.21,0.21,0.43,0.21,0.43,0.14,0.26,0.4,0.14,0.4,Liverpool
766,Jarell Quansah,eng ENG,DF,21-056,9,6,533.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Liverpool
767,Conor Bradley,nir NIR,DF,20-260,6,6,441.0,4.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,1.1,1.8,16.0,16.0,37.0,0.2,0.61,0.82,0.2,0.82,0.14,0.21,0.36,0.14,0.36,Liverpool
768,Bobby Clark,eng ENG,MF,19-047,5,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Liverpool
769,Ben Doak,sct SCO,FW,18-135,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
770,Jayden Danns,eng ENG,FW,18-069,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
771,Owen Beck,wls WAL,DF,21-229,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
772,Thiago Alcántara,es ESP,MF,32-349,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
773,James McConnell,eng ENG,MF,19-194,3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
774,Kaide Gordon,eng ENG,FW,19-172,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool
775,Adrián,es ESP,GK,37-082,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
776,Stefan Bajcetic,es ESP,DF,19-155,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
777,Luke Chambers,eng ENG,DF,19-275,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
778,Lewis Koumas,wls WAL,MF,18-188,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
779,Fabian Mrozek,pl POL,GK,20-179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
780,Amara Nallo,eng ENG,DF,17-128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
781,Trey Nyoni,eng ENG,MF,16-269,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
782,Marcelo Pitaluga,br BRA,GK,21-096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
783,Calum Scanlon,eng ENG,MF,19-040,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool
784,Ederson,br BRA,GK,30-221,27,27,2312.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
785,Phil Foden,eng ENG,"FW,MF",23-302,28,26,2309.0,25.7,11.0,7.0,18.0,11.0,0.0,0.0,1.0,0.0,8.5,8.5,6.2,14.8,83.0,140.0,225.0,0.43,0.27,0.7,0.43,0.7,0.33,0.24,0.58,0.33,0.58,Manchester City
786,Julián Álvarez,ar ARG,"MF,FW",24-054,28,26,2197.0,24.4,8.0,7.0,15.0,7.0,1.0,1.0,2.0,0.0,9.0,8.2,6.2,14.5,52.0,87.0,144.0,0.33,0.29,0.61,0.29,0.57,0.37,0.25,0.62,0.34,0.59,Manchester City
787,Kyle Walker,eng ENG,DF,33-302,26,25,2260.0,25.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.3,2.7,65.0,139.0,151.0,0.0,0.08,0.08,0.0,0.08,0.02,0.09,0.11,0.02,0.11,Manchester City
788,Rodri,es ESP,MF,27-277,25,25,2166.0,24.1,6.0,5.0,11.0,6.0,0.0,0.0,8.0,1.0,3.3,3.3,2.6,5.8,61.0,264.0,46.0,0.25,0.21,0.46,0.25,0.46,0.14,0.11,0.24,0.14,0.24,Manchester City
789,Erling Haaland,no NOR,FW,23-248,23,22,1922.0,21.4,18.0,5.0,23.0,15.0,3.0,4.0,1.0,0.0,20.9,17.8,3.8,21.6,22.0,18.0,93.0,0.84,0.23,1.08,0.7,0.94,0.98,0.18,1.16,0.83,1.01,Manchester City
790,Rúben Dias,pt POR,DF,26-316,23,21,1929.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,30.0,132.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Manchester City
791,Bernardo Silva,pt POR,"MF,FW",29-228,24,21,1897.0,21.1,6.0,4.0,10.0,6.0,0.0,0.0,7.0,0.0,2.9,2.9,5.6,8.5,110.0,136.0,190.0,0.28,0.19,0.47,0.28,0.47,0.14,0.26,0.4,0.14,0.4,Manchester City
792,Nathan Aké,nl NED,DF,29-036,23,19,1727.0,19.2,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,1.2,2.9,23.0,102.0,17.0,0.1,0.1,0.21,0.1,0.21,0.09,0.06,0.15,0.09,0.15,Manchester City
793,Manuel Akanji,ch SUI,"DF,MF",28-250,20,19,1676.0,18.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.9,0.9,0.2,1.1,33.0,93.0,21.0,0.11,0.0,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06,Manchester City
794,Joško Gvardiol,hr CRO,DF,22-062,18,16,1473.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.9,1.8,39.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Manchester City
795,Jeremy Doku,be BEL,"FW,MF",21-303,20,14,1199.0,13.3,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,3.4,4.8,166.0,45.0,221.0,0.15,0.38,0.53,0.15,0.53,0.11,0.25,0.36,0.11,0.36,Manchester City
796,John Stones,eng ENG,"DF,MF",29-302,14,11,952.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,15.0,50.0,20.0,0.09,0.0,0.09,0.09,0.09,0.1,0.02,0.12,0.1,0.12,Manchester City
797,Mateo Kovačić,hr CRO,MF,29-324,20,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,1.2,1.9,28.0,70.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,Manchester City
798,Jack Grealish,eng ENG,FW,28-197,14,7,707.0,7.9,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.9,1.9,2.1,4.0,55.0,29.0,87.0,0.38,0.13,0.51,0.38,0.51,0.24,0.27,0.51,0.24,0.51,Manchester City
799,Matheus Nunes,pt POR,"MF,FW",25-211,11,6,505.0,5.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,21.0,24.0,47.0,0.0,0.36,0.36,0.0,0.36,0.06,0.18,0.25,0.06,0.25,Manchester City
800,Kevin De Bruyne,be BEL,MF,32-271,9,6,493.0,5.5,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.2,6.3,24.0,52.0,61.0,0.18,0.91,1.1,0.18,1.1,0.19,0.95,1.14,0.19,1.14,Manchester City
801,Rico Lewis,eng ENG,"MF,DF",19-125,10,5,454.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,7.0,12.0,17.0,0.2,0.0,0.2,0.2,0.2,0.06,0.09,0.15,0.06,0.15,Manchester City
802,Stefan Ortega,de GER,GK,31-140,3,1,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
803,Oscar Bobb,no NOR,"FW,MF",20-257,9,1,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,2.2,9.0,18.0,29.0,0.5,0.5,1.0,0.5,1.0,0.64,0.47,1.11,0.64,1.11,Manchester City
804,Kalvin Phillips,eng ENG,MF,28-114,4,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Manchester City
805,Sergio Gómez,es ESP,FW,23-203,3,0,20.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,1.0,2.0,0.0,4.5,4.5,0.0,4.5,0.0,0.85,0.85,0.0,0.85,Manchester City
806,Aymeric Laporte,es ESP,DF,29-303,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Manchester City
807,Cole Palmer,eng ENG,MF,21-324,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
808,James Mcatee,eng ENG,MF,21-159,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City
809,Scott Carson,eng ENG,GK,38-204,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester City
810,Micah Hamilton,eng ENG,MF,20-133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester City
811,Máximo Perrone,ar ARG,MF,21-078,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester City
812,Mahamadou Susoho,es ESP,DF,19-065,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester City
813,Jacob Wright,eng ENG,MF,18-186,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester City
814,Ollie Watkins,eng ENG,FW,28-086,29,29,2565.0,28.5,16.0,10.0,26.0,16.0,0.0,0.0,4.0,0.0,14.3,14.3,5.4,19.7,50.0,45.0,176.0,0.56,0.35,0.91,0.56,0.91,0.5,0.19,0.69,0.5,0.69,Aston Villa
815,Emiliano Martínez,ar ARG,GK,31-205,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
816,Douglas Luiz,br BRA,MF,25-321,28,28,2418.0,26.9,9.0,5.0,14.0,5.0,4.0,4.0,8.0,0.0,6.6,3.5,4.2,7.7,51.0,152.0,43.0,0.33,0.19,0.52,0.19,0.37,0.25,0.16,0.4,0.13,0.29,Aston Villa
817,John McGinn,sct SCO,"MF,FW",29-159,28,28,2373.0,26.4,6.0,3.0,9.0,6.0,0.0,0.0,7.0,1.0,4.3,4.3,3.9,8.2,49.0,166.0,71.0,0.23,0.11,0.34,0.23,0.34,0.16,0.15,0.31,0.16,0.31,Aston Villa
818,Ezri Konsa,eng ENG,DF,26-154,26,26,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.4,2.4,27.0,102.0,21.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,Aston Villa
819,Matty Cash,pl POL,DF,26-231,26,21,1898.0,21.1,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,4.1,4.1,2.1,6.2,58.0,82.0,89.0,0.09,0.05,0.14,0.09,0.14,0.2,0.1,0.29,0.2,0.29,Aston Villa
820,Pau Torres,es ESP,DF,27-069,22,20,1834.0,20.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.4,1.3,35.0,114.0,15.0,0.1,0.0,0.1,0.1,0.1,0.05,0.02,0.07,0.05,0.07,Aston Villa
821,Boubacar Kamara,fr FRA,MF,24-123,20,20,1652.0,18.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,1.3,1.4,19.0,83.0,10.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Aston Villa
822,Lucas Digne,fr FRA,DF,30-249,24,19,1664.0,18.5,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,2.8,3.6,31.0,60.0,170.0,0.05,0.11,0.16,0.05,0.16,0.04,0.15,0.19,0.04,0.19,Aston Villa
823,Moussa Diaby,fr FRA,"FW,MF",24-262,29,18,1571.0,17.5,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,5.1,5.1,5.1,10.1,70.0,53.0,153.0,0.23,0.34,0.57,0.23,0.57,0.29,0.29,0.58,0.29,0.58,Aston Villa
