Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Team
610,Taiwo Awoniyi,ng NGA,FW,26-226,17,12,1024.0,11.4,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,4.7,4.7,1.7,6.4,8.0,14.0,43.0,0.53,0.26,0.79,0.53,0.79,0.42,0.15,0.57,0.42,0.57,Nott'ham Forest
611,Ola Aina,ng NGA,DF,27-169,14,12,989.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,29.0,30.0,22.0,0.09,0.09,0.18,0.09,0.18,0.01,0.05,0.06,0.01,0.06,Nott'ham Forest
612,Ibrahim Sangaré,ci CIV,MF,26-114,13,12,940.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.3,0.9,5.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Nott'ham Forest
613,Callum Hudson-Odoi,eng ENG,"FW,MF",23-139,20,11,1085.0,12.1,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.2,1.2,1.8,3.0,64.0,33.0,99.0,0.33,0.08,0.41,0.33,0.41,0.1,0.15,0.25,0.1,0.25,Nott'ham Forest
614,Chris Wood,nz NZL,FW,32-109,22,11,1038.0,11.5,9.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,1.7,7.8,10.0,16.0,41.0,0.78,0.09,0.87,0.78,0.87,0.52,0.15,0.67,0.52,0.67,Nott'ham Forest
615,Serge Aurier,ci CIV,"DF,MF",31-092,12,10,833.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.6,10.0,47.0,29.0,0.0,0.22,0.22,0.0,0.22,0.02,0.05,0.07,0.02,0.07,Nott'ham Forest
616,Matz Sels,be BEL,GK,32-028,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
617,Gonzalo Montiel,ar ARG,DF,27-084,9,5,498.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.6,0.7,6.0,20.0,20.0,0.0,0.36,0.36,0.0,0.36,0.02,0.11,0.12,0.02,0.12,Nott'ham Forest
618,Andrew Omobamidele,ie IRL,DF,21-276,7,5,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
619,Divock Origi,be BEL,FW,28-342,15,5,472.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,2.1,3.2,13.0,11.0,26.0,0.0,0.19,0.19,0.0,0.19,0.21,0.4,0.61,0.21,0.61,Nott'ham Forest
620,Nuno Tavares,pt POR,DF,24-059,7,5,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.7,14.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Nott'ham Forest
621,Odisseas Vlachodimos,gr GRE,GK,29-334,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Nott'ham Forest
622,Joe Worrall,eng ENG,DF,27-075,7,5,439.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.3,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Nott'ham Forest
623,Scott McKenna,sct SCO,DF,27-134,5,5,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Nott'ham Forest
624,Felipe,br BRA,DF,34-314,6,3,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,Nott'ham Forest
625,Brennan Johnson,wls WAL,"FW,MF",22-307,3,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,8.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.21,0.12,0.21,Nott'ham Forest
626,Cheikhou Kouyaté,sn SEN,MF,34-095,11,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Nott'ham Forest
627,Gio Reyna,us USA,"MF,FW",21-133,3,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14,0.19,0.33,0.14,0.33,Nott'ham Forest
628,Andrey Santos,br BRA,MF,19-327,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Nott'ham Forest
629,Brandon Aguilera,cr CRC,FW,20-271,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
630,Rodrigo Ribeiro,pt POR,FW,18-332,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest
631,Remo Freuler,ch SUI,MF,31-345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
632,Joe Gardner,eng ENG,DF,18-293,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
633,Wayne Hennessey,wls WAL,GK,37-061,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
634,Ethan Horvath,us USA,GK,28-290,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
635,Jamie McDonnell,nir NIR,MF,20-038,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
636,Lewis O'Brien,eng ENG,MF,25-163,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
637,Detlef Osong,eng ENG,FW,19-186,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
638,Hwang Ui-jo,kr KOR,"FW,MF",31-210,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nott'ham Forest
639,James Trafford,eng ENG,GK,21-167,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
640,Sander Berge,no NOR,MF,26-040,28,25,2195.0,24.4,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1.7,1.7,1.2,3.0,43.0,104.0,24.0,0.04,0.04,0.08,0.04,0.08,0.07,0.05,0.12,0.07,0.12,Burnley
641,Zeki Amdouni,ch SUI,FW,23-112,27,25,1779.0,19.8,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,4.3,4.3,1.4,5.7,57.0,46.0,82.0,0.2,0.05,0.25,0.2,0.25,0.22,0.07,0.29,0.22,0.29,Burnley
642,Dara O'Shea,ie IRL,DF,25-021,25,24,2196.0,24.4,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.5,2.0,23.0,99.0,7.0,0.04,0.12,0.16,0.04,0.16,0.02,0.06,0.08,0.02,0.08,Burnley
643,Josh Brownhill,eng ENG,MF,28-097,27,22,2029.0,22.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,1.0,1.6,1.6,1.8,3.4,16.0,78.0,29.0,0.13,0.04,0.18,0.13,0.18,0.07,0.08,0.15,0.07,0.15,Burnley
644,Charlie Taylor,eng ENG,DF,30-189,21,20,1813.0,20.1,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.2,0.2,1.0,1.1,24.0,68.0,53.0,0.05,0.05,0.1,0.05,0.1,0.01,0.05,0.06,0.01,0.06,Burnley
645,Vitinho,br BRA,"DF,MF",24-246,23,19,1694.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.4,48.0,57.0,82.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.07,0.06,0.07,Burnley
646,Wilson Odobert,fr FRA,"MF,FW",19-118,20,16,1322.0,14.7,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,1.5,3.4,65.0,26.0,78.0,0.2,0.14,0.34,0.2,0.34,0.13,0.1,0.23,0.13,0.23,Burnley
647,Jordan Beyer,de GER,DF,23-311,15,15,1234.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,9.0,25.0,1.0,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.06,0.04,0.06,Burnley
648,Josh Cullen,ie IRL,MF,27-353,16,14,1258.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.8,1.0,11.0,68.0,13.0,0.0,0.07,0.07,0.0,0.07,0.01,0.06,0.07,0.01,0.07,Burnley
649,Lyle Foster,za RSA,FW,23-204,15,13,1131.0,12.6,4.0,3.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,1.3,3.4,32.0,16.0,50.0,0.32,0.24,0.56,0.32,0.56,0.16,0.1,0.27,0.16,0.27,Burnley
650,Luca Koleosho,it ITA,"MF,FW",19-192,15,13,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,Burnley
651,Ameen Al-Dakhil,be BEL,DF,22-019,13,12,1056.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Burnley
652,Jóhann Berg Guðmundsson,is ISL,MF,33-150,20,12,1050.0,11.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,2.3,3.3,9.0,52.0,55.0,0.0,0.17,0.17,0.0,0.17,0.08,0.2,0.28,0.08,0.28,Burnley
653,Connor Roberts,wls WAL,DF,28-184,14,8,823.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.2,0.2,6.0,38.0,13.0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02,Burnley
654,Jay Rodriguez,eng ENG,FW,34-240,16,7,731.0,8.1,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,2.2,0.2,2.4,1.0,14.0,23.0,0.25,0.12,0.37,0.12,0.25,0.37,0.02,0.39,0.27,0.3,Burnley
655,Jacob Bruun Larsen,dk DEN,"MF,FW",25-188,23,7,664.0,7.4,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.5,1.7,0.7,2.4,37.0,22.0,97.0,0.41,0.0,0.41,0.27,0.27,0.34,0.1,0.43,0.23,0.33,Burnley
656,Lorenz Assignon,tg TOG,DF,23-277,7,7,617.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,2.2,2.3,14.0,11.0,21.0,0.0,0.15,0.15,0.0,0.15,0.01,0.32,0.33,0.01,0.33,Burnley
657,David Datro Fofana,ci CIV,FW,21-094,8,6,596.0,6.6,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.4,3.4,1.7,5.0,14.0,6.0,26.0,0.6,0.15,0.76,0.6,0.76,0.51,0.25,0.76,0.51,0.76,Burnley
658,Maxime Estève,fr FRA,DF,21-304,7,6,545.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Burnley
659,Hannes Delcroix,be BEL,DF,25-026,12,5,589.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09,Burnley
660,Aaron Ramsey,eng ENG,"MF,FW",21-064,14,5,527.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Burnley
661,Hjalmar Ekdal,se SWE,DF,25-156,6,4,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Burnley
662,Mike Trésor,be BEL,"FW,MF",24-302,14,3,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,14.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.19,0.1,0.19,Burnley
663,Anass Zaroury,ma MAR,"FW,MF",23-139,6,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Burnley
664,Benson Manuel,be BEL,"MF,FW",26-363,6,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Burnley
665,Arijanet Muric,xk KVX,GK,25-139,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
666,Nathan Redmond,eng ENG,"FW,MF",30-019,12,0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,7.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Burnley
667,Michael Obafemi,ie IRL,"FW,MF",23-263,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Burnley
668,Jack Cork,eng ENG,MF,34-274,3,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
669,Han-Noah Massengo,fr FRA,"MF,DF",22-262,3,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
670,CJ Egan-Riley,eng ENG,DF,21-083,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley
671,Lawrence Vigouroux,cl CHI,GK,30-127,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnley
672,Jack Robinson,eng ENG,DF,30-206,27,25,2322.0,25.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,2.1,4.0,41.0,9.0,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.08,Sheffield Utd
673,Vinicius Souza,br BRA,MF,24-282,27,25,2167.0,24.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,6.0,53.0,17.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Sheffield Utd
674,Wes Foderingham,eng ENG,GK,33-071,25,24,2199.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd
675,Gustavo Hamer,nl NED,MF,26-275,26,24,2063.0,22.9,3.0,3.0,6.0,3.0,0.0,0.0,8.0,0.0,2.2,2.2,3.1,5.3,26.0,87.0,51.0,0.13,0.13,0.26,0.13,0.26,0.1,0.13,0.23,0.1,0.23,Sheffield Utd
676,Jayden Bogle,eng ENG,DF,23-242,24,22,1916.0,21.3,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.4,1.4,0.8,2.2,20.0,35.0,59.0,0.05,0.0,0.05,0.05,0.05,0.07,0.04,0.11,0.07,0.11,Sheffield Utd
677,Anel Ahmedhodžić,ba BIH,DF,24-365,22,20,1840.0,20.4,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,2.5,2.5,0.0,2.6,9.0,29.0,17.0,0.05,0.0,0.05,0.05,0.05,0.12,0.0,0.13,0.12,0.13,Sheffield Utd
678,Auston Trusty,us USA,DF,25-226,22,19,1773.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.5,0.8,8.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Sheffield Utd
679,James Mcatee,eng ENG,"MF,FW",21-159,23,18,1570.0,17.4,3.0,2.0,5.0,2.0,1.0,1.0,2.0,0.0,2.4,1.7,1.9,3.6,51.0,46.0,91.0,0.17,0.11,0.29,0.11,0.23,0.14,0.11,0.25,0.1,0.21,Sheffield Utd
680,Cameron Archer,eng ENG,"FW,MF",22-248,21,16,1449.0,16.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.9,3.9,1.7,5.6,27.0,12.0,81.0,0.25,0.0,0.25,0.25,0.25,0.24,0.1,0.35,0.24,0.35,Sheffield Utd
681,Oliver Norwood,nir NIR,MF,32-348,24,16,1408.0,15.6,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.1,0.3,0.6,0.9,3.0,69.0,9.0,0.06,0.0,0.06,0.0,0.0,0.07,0.04,0.11,0.02,0.06,Sheffield Utd
682,George Baldock,gr GRE,DF,31-016,13,11,969.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08,Sheffield Utd
683,Luke Thomas,eng ENG,DF,22-289,12,11,917.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.6,8.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Sheffield Utd
684,Oliver McBurnie,sct SCO,FW,27-295,16,11,906.0,10.1,4.0,2.0,6.0,2.0,2.0,2.0,6.0,2.0,4.2,2.6,1.1,3.8,2.0,25.0,42.0,0.4,0.2,0.6,0.2,0.4,0.42,0.11,0.53,0.26,0.38,Sheffield Utd
685,William Osula,dk DEN,FW,20-234,18,9,730.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,0.1,1.7,6.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.2,0.2,0.2,Sheffield Utd
686,Andre Brooks,eng ENG,"MF,DF",20-218,13,8,650.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,6.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Sheffield Utd
687,Ben Osborn,eng ENG,"DF,MF",29-233,15,6,705.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,4.0,29.0,26.0,0.0,0.13,0.13,0.0,0.13,0.02,0.04,0.06,0.02,0.06,Sheffield Utd
688,John Egan,ie IRL,DF,31-157,6,6,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Sheffield Utd
689,Yasser Larouci,dz ALG,DF,23-084,9,4,421.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,14.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Sheffield Utd
690,Anis Ben Slimane,tn TUN,MF,23-009,11,4,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,2.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.17,0.07,0.24,0.17,0.24,Sheffield Utd
691,Ivo Grbić,hr CRO,GK,28-067,4,4,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd
692,Ben Brereton,cl CHI,"MF,FW",24-342,4,4,254.0,2.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.0,1.1,7.0,8.0,22.0,0.71,0.0,0.71,0.71,0.71,0.39,0.01,0.4,0.39,0.4,Sheffield Utd
693,Max Lowe,eng ENG,"DF,MF",26-319,8,3,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.29,0.13,0.29,Sheffield Utd
694,Bénie Adama Traore,ci CIV,"FW,MF",21-116,8,3,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,7.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Sheffield Utd
695,Chris Basham,eng ENG,"DF,MF",35-249,8,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1,Sheffield Utd
696,Rhian Brewster,eng ENG,"FW,MF",23-359,11,3,307.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.1,0.4,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Sheffield Utd
697,Mason Holgate,eng ENG,DF,27-155,3,3,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.4,0.0,0.4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Sheffield Utd
698,Tom Davies,eng ENG,MF,25-269,9,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.4,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Sheffield Utd
699,Rhys Norrington-Davies,wls WAL,DF,24-338,5,2,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Sheffield Utd
700,Oliver Arblaster,eng ENG,MF,19-325,2,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Sheffield Utd
701,John Fleck,sct SCO,"MF,DF",32-214,4,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Sheffield Utd
702,Antwoine Hackford,eng ENG,FW,20-005,2,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd
703,Sydie Peck,eng ENG,MF,19-194,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd
704,Ryan One,sct SCO,FW,17-273,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheffield Utd
705,Jordan Amissah,gh GHA,GK,22-236,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
706,Billy Blacker,eng ENG,FW,17-305,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
707,Jili Buyabu,eng ENG,MF,22-229,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
708,Ismaila Cheick Coulibaly,ml MLI,MF,23-091,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
709,Sam Curtis,ie IRL,DF,18-115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
710,Adam Davies,wls WAL,GK,31-252,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
711,Louie Marsh,eng ENG,FW,20-161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
712,Dovydas Sasnauskas,,DF,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
713,Femi Seriki,eng ENG,DF,21-332,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheffield Utd
714,William Saliba,fr FRA,DF,23-001,28,28,2520.0,28.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.2,1.7,14.0,117.0,5.0,0.07,0.04,0.11,0.07,0.11,0.05,0.01,0.06,0.05,0.06,Arsenal
715,Declan Rice,eng ENG,MF,25-071,28,28,2391.0,26.6,6.0,5.0,11.0,6.0,0.0,0.0,3.0,0.0,2.2,2.2,3.7,5.9,55.0,227.0,39.0,0.23,0.19,0.41,0.23,0.41,0.08,0.14,0.22,0.08,0.22,Arsenal
